hours-per-week,age,capital-gain,capital-loss,workclass,education,education-num,marital-status,relationship,race,gender,native-country,income,occupation
40,25,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,34060,Adm-clerical
36,44,0,0,Private,Bachelors,13,Divorced,Not-in-family,White,Female,United-States,31600,Prof-specialty
40,24,0,0,Private,Bachelors,13,Married-civ-spouse,Wife,White,Female,United-States,32634,Exec-managerial
40,24,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,16289,Tech-support
65,45,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,18902,Exec-managerial
40,43,0,0,Local-gov,Some-college,10,Divorced,Unmarried,White,Female,United-States,30760,Protective-serv
35,21,0,0,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,5613,Tech-support
35,17,0,0,Private,11th,7,Never-married,Own-child,White,Female,United-States,2484,Sales
25,56,0,0,Local-gov,10th,6,Widowed,Unmarried,White,Female,United-States,9772,Other-service
40,58,0,0,Self-emp-not-inc,Some-college,10,Divorced,Unmarried,White,Male,United-States,20020,Craft-repair
40,45,0,0,Private,10th,6,Married-civ-spouse,Husband,White,Male,United-States,27700,Sales
42,54,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Male,United-States,55500,Tech-support
40,31,0,0,Private,HS-grad,9,Separated,Not-in-family,White,Male,United-States,27000,Handlers-cleaners
48,36,0,0,Federal-gov,HS-grad,9,Divorced,Not-in-family,White,Female,United-States,26000,Adm-clerical
40,56,0,0,Local-gov,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,36050,Prof-specialty
36,73,0,0,Self-emp-not-inc,HS-grad,9,Never-married,Not-in-family,White,Female,United-States,3746,Other-service
40,62,4650,0,Private,Masters,14,Never-married,Not-in-family,White,Male,United-States,49450,Handlers-cleaners
40,57,0,0,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,Iran,38855,Other-service
60,44,0,0,Self-emp-inc,Some-college,10,Divorced,Not-in-family,White,Male,United-States,38080,Machine-op-inspct
40,26,0,0,Private,11th,7,Never-married,Not-in-family,White,Male,United-States,11200,Transport-moving
40,24,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Male,United-States,10000,Handlers-cleaners
40,42,7298,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,81308,Sales
18,39,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,5000,Other-service
60,50,0,2415,Private,Prof-school,15,Married-civ-spouse,Husband,White,Male,United-States,99999,Prof-specialty
50,45,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
50,36,0,1902,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,75198,Prof-specialty
40,51,0,2547,Private,Some-college,10,Divorced,Unmarried,White,Female,United-States,67051,Adm-clerical
40,20,0,0,Private,10th,6,Never-married,Own-child,White,Male,United-States,10000,Handlers-cleaners
35,38,0,0,Private,HS-grad,9,Divorced,Unmarried,White,Female,United-States,1150,Priv-house-serv
40,32,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,47000,Prof-specialty
45,40,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,39801,Other-service
10,63,0,0,Self-emp-not-inc,7th-8th,4,Widowed,Unmarried,White,Female,United-States,4600,Farming-fishing
40,37,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,16000,Craft-repair
28,65,0,0,Local-gov,Some-college,10,Divorced,Not-in-family,White,Female,United-States,17196,Adm-clerical
40,43,0,625,Local-gov,Bachelors,13,Divorced,Unmarried,White,Female,United-States,25435,Prof-specialty
40,28,0,0,Private,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,United-States,35120,Machine-op-inspct
40,25,0,0,Local-gov,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,14766,Craft-repair
40,70,0,0,Local-gov,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,24099,Sales
40,41,0,0,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,28000,Prof-specialty
45,48,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,45122,Transport-moving
50,52,0,0,?,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,23921,?
26,17,0,0,Private,11th,7,Never-married,Other-relative,White,Female,United-States,1571,Sales
32,32,0,0,Self-emp-not-inc,9th,5,Married-civ-spouse,Husband,White,Male,United-States,9810,Craft-repair
50,48,0,2042,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Husband,White,Male,United-States,14948,Craft-repair
50,48,0,0,Self-emp-not-inc,Bachelors,13,Separated,Not-in-family,White,Male,United-States,23100,Tech-support
60,33,0,0,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Husband,White,Male,United-States,87000,Prof-specialty
40,47,0,0,Local-gov,Doctorate,16,Married-civ-spouse,Husband,White,Male,United-States,74000,Exec-managerial
40,31,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,39500,Other-service
40,36,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,69904,Machine-op-inspct
40,40,0,0,Private,Some-college,10,Married-civ-spouse,Wife,White,Female,United-States,27122,Adm-clerical
40,38,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,Iran,16642,Machine-op-inspct
50,36,0,0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Wife,White,Female,United-States,30662,Other-service
40,43,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,Vietnam,24000,Adm-clerical
40,52,0,0,Private,12th,8,Never-married,Not-in-family,White,Male,United-States,17001,Machine-op-inspct
40,40,0,0,Private,HS-grad,9,Divorced,Not-in-family,Black,Male,United-States,13501,Machine-op-inspct
10,65,0,2174,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,62049,Exec-managerial
25,19,0,1719,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,5364,Adm-clerical
40,43,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,53150,Exec-managerial
20,68,10605,0,Self-emp-inc,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,99001,Exec-managerial
40,49,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,12500,Sales
40,47,0,0,State-gov,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,30300,Other-service
40,66,0,0,Private,7th-8th,4,Married-civ-spouse,Husband,White,Male,United-States,34125,Craft-repair
47,51,3908,0,Private,7th-8th,4,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,United-States,39908,Exec-managerial
45,28,4386,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,51807,Exec-managerial
2,68,0,0,?,9th,5,Married-civ-spouse,Husband,White,Male,United-States,38466,?
45,37,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,99999,Sales
20,20,0,0,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,6000,Adm-clerical
30,20,0,0,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,9700,Sales
40,69,1797,0,Private,5th-6th,3,Married-civ-spouse,Husband,White,Male,United-States,14165,Adm-clerical
40,52,0,0,Private,HS-grad,9,Divorced,Unmarried,White,Female,United-States,18000,Craft-repair
40,55,0,0,Private,10th,6,Married-civ-spouse,Husband,White,Male,United-States,36000,Machine-op-inspct
40,60,0,0,Private,10th,6,Divorced,Not-in-family,White,Female,United-States,26327,Machine-op-inspct
38,35,0,0,?,HS-grad,9,Widowed,Own-child,White,Female,United-States,6081,?
40,31,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Male,United-States,18000,Handlers-cleaners
55,48,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,85074,Exec-managerial
40,43,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,30073,Tech-support
40,19,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,13000,Machine-op-inspct
43,38,7298,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,74600,Transport-moving
50,33,0,0,Private,Some-college,10,Divorced,Unmarried,White,Female,United-States,29390,Adm-clerical
40,29,0,0,Private,11th,7,Married-civ-spouse,Husband,White,Male,United-States,13002,Other-service
40,38,0,0,Private,Some-college,10,Divorced,Own-child,White,Female,United-States,22920,Adm-clerical
40,43,0,0,Local-gov,Some-college,10,Divorced,Unmarried,White,Female,United-States,16000,Adm-clerical
45,40,0,0,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Husband,White,Male,United-States,56400,Prof-specialty
30,23,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Female,United-States,8440,Sales
50,22,0,0,Private,11th,7,Never-married,Not-in-family,White,Male,United-States,6500,Craft-repair
5,79,0,0,Private,7th-8th,4,Widowed,Unmarried,Black,Male,United-States,3366,Other-service
40,30,0,0,Private,HS-grad,9,Never-married,Other-relative,Black,Male,United-States,4000,Machine-op-inspct
40,29,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,22103,Machine-op-inspct
99,35,0,0,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,37990,Transport-moving
42,46,0,0,Private,Some-college,10,Separated,Not-in-family,White,Male,United-States,34800,Sales
45,57,7298,0,State-gov,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,78417,Exec-managerial
25,30,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,24188,Prof-specialty
50,36,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,42000,Sales
45,30,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,34000,Transport-moving
40,33,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,19865,Prof-specialty
45,42,0,0,Local-gov,Masters,14,Divorced,Unmarried,White,Female,United-States,38510,Prof-specialty
25,17,0,0,Private,11th,7,Never-married,Own-child,White,Female,United-States,1305,Priv-house-serv
45,55,0,0,Private,9th,5,Married-civ-spouse,Husband,White,Male,United-States,19000,Sales
70,52,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,7775,Farming-fishing
18,19,0,0,State-gov,HS-grad,9,Never-married,Not-in-family,White,Female,United-States,1440,Other-service
30,19,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Female,United-States,5205,Other-service
40,24,0,0,Private,HS-grad,9,Never-married,Unmarried,Black,Male,United-States,2000,Machine-op-inspct
40,40,0,0,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,58470,Prof-specialty
40,41,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,23010,Farming-fishing
40,67,0,0,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Husband,White,Male,United-States,28000,Exec-managerial
40,57,0,0,Private,5th-6th,3,Married-civ-spouse,Husband,White,Male,United-States,28072,Craft-repair
40,29,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,10000,Handlers-cleaners
40,39,0,0,Self-emp-not-inc,9th,5,Married-civ-spouse,Husband,White,Male,United-States,15063,Craft-repair
40,39,0,0,Private,10th,6,Married-civ-spouse,Husband,White,Male,United-States,44000,Transport-moving
40,39,0,0,State-gov,HS-grad,9,Divorced,Not-in-family,White,Male,United-States,24000,Prof-specialty
40,31,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Female,United-States,20000,Prof-specialty
40,39,0,0,Private,HS-grad,9,Divorced,Unmarried,White,Female,United-States,30000,Prof-specialty
40,46,0,0,Private,HS-grad,9,Never-married,Unmarried,White,Male,United-States,24000,Craft-repair
40,34,0,0,Private,Some-college,10,Divorced,Unmarried,White,Female,United-States,11639,Adm-clerical
35,36,0,0,Private,HS-grad,9,Divorced,Unmarried,White,Female,United-States,9500,Adm-clerical
40,29,0,0,Private,7th-8th,4,Married-civ-spouse,Wife,White,Female,United-States,18816,Other-service
70,31,0,0,Private,7th-8th,4,Divorced,Other-relative,White,Male,United-States,4600,Handlers-cleaners
40,19,0,0,Private,9th,5,Married-civ-spouse,Husband,White,Male,United-States,18800,Transport-moving
75,49,0,0,Private,11th,7,Married-civ-spouse,Husband,White,Male,United-States,39736,Transport-moving
25,58,2407,0,Self-emp-not-inc,10th,6,Married-civ-spouse,Husband,White,Male,United-States,29973,Craft-repair
56,37,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Female,United-States,30525,Machine-op-inspct
60,55,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,24362,Transport-moving
40,45,0,0,Private,Some-college,10,Widowed,Unmarried,Black,Female,United-States,9990,Other-service
40,35,0,0,Private,Some-college,10,Never-married,Other-relative,Black,Female,United-States,1200,Adm-clerical
40,36,0,0,Private,HS-grad,9,Never-married,Not-in-family,Black,Male,United-States,1299,Handlers-cleaners
45,27,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,28000,Machine-op-inspct
28,71,0,0,Self-emp-not-inc,1st-4th,2,Divorced,Not-in-family,White,Female,United-States,2000,Craft-repair
40,41,0,0,Private,HS-grad,9,Never-married,Not-in-family,Black,Male,United-States,14200,Machine-op-inspct
40,33,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,Black,Male,United-States,42000,Transport-moving
40,44,0,0,Private,HS-grad,9,Widowed,Unmarried,White,Female,United-States,1850,Other-service
30,66,0,0,?,1st-4th,2,Never-married,Not-in-family,Black,Male,United-States,3200,?
60,47,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,47000,Transport-moving
40,53,0,0,Private,Some-college,10,Divorced,Not-in-family,White,Female,United-States,14006,Adm-clerical
45,78,0,0,Self-emp-inc,HS-grad,9,Widowed,Not-in-family,White,Male,United-States,96400,Sales
58,26,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,64750,Craft-repair
40,27,0,0,Private,HS-grad,9,Never-married,Unmarried,White,Male,Germany,10602,Machine-op-inspct
25,29,0,0,Private,HS-grad,9,Separated,Not-in-family,White,Female,United-States,3500,Other-service
40,45,0,0,Private,HS-grad,9,Divorced,Unmarried,White,Female,United-States,18003,Craft-repair
40,24,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,12000,Craft-repair
40,20,0,0,?,10th,6,Divorced,Not-in-family,White,Female,United-States,1000,?
25,70,0,0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,500,Craft-repair
25,46,0,0,Without-pay,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,10000,Machine-op-inspct
60,34,0,1504,Self-emp-not-inc,Some-college,10,Never-married,Not-in-family,White,Male,United-States,16621,Craft-repair
40,55,0,1672,Private,11th,7,Married-civ-spouse,Husband,Black,Male,United-States,38629,Other-service
40,35,0,0,Private,HS-grad,9,Married-civ-spouse,Wife,Black,Female,United-States,22158,Machine-op-inspct
60,45,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,46162,Craft-repair
55,36,0,0,Private,7th-8th,4,Married-civ-spouse,Husband,White,Male,United-States,19700,Farming-fishing
72,47,0,0,Local-gov,Some-college,10,Divorced,Not-in-family,White,Female,United-States,19500,Adm-clerical
60,40,0,0,Private,Some-college,10,Separated,Unmarried,White,Female,United-States,15571,Exec-managerial
40,18,0,0,?,HS-grad,9,Never-married,Own-child,White,Male,United-States,3206,?
40,48,0,0,Private,1st-4th,2,Married-civ-spouse,Husband,White,Male,United-States,19322,Other-service
40,34,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,44000,Craft-repair
40,33,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,37702,Transport-moving
40,39,0,0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,74075,Exec-managerial
48,22,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Female,United-States,14552,Exec-managerial
36,20,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Female,United-States,8000,Exec-managerial
45,62,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,86000,Exec-managerial
40,30,0,0,Private,HS-grad,9,Divorced,Own-child,White,Female,United-States,22000,Adm-clerical
40,49,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,13000,Farming-fishing
40,21,0,0,Private,HS-grad,9,Never-married,Own-child,White,Female,United-States,5340,Sales
40,31,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,19320,Craft-repair
40,28,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,24300,Sales
40,50,2885,0,Private,9th,5,Married-civ-spouse,Husband,White,Male,United-States,26685,Craft-repair
40,28,99999,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,99999,Craft-repair
40,56,0,0,State-gov,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,18000,Adm-clerical
40,60,0,0,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Husband,White,Male,United-States,10200,Farming-fishing
32,68,0,0,?,HS-grad,9,Widowed,Not-in-family,White,Female,United-States,7938,?
99,49,4386,0,?,7th-8th,4,Married-civ-spouse,Husband,White,Male,United-States,52018,?
39,19,0,0,Private,10th,6,Never-married,Own-child,White,Male,United-States,6638,Handlers-cleaners
40,75,0,0,Self-emp-not-inc,11th,7,Widowed,Not-in-family,White,Male,United-States,31579,Sales
40,31,0,0,Federal-gov,Assoc-voc,11,Never-married,Own-child,White,Male,United-States,30040,Prof-specialty
70,58,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,6300,Farming-fishing
60,45,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,28779,Craft-repair
45,38,0,0,Self-emp-inc,Some-college,10,Divorced,Not-in-family,White,Male,United-States,45201,Exec-managerial
40,26,0,1762,Private,HS-grad,9,Never-married,Not-in-family,White,Female,United-States,7018,Other-service
45,50,0,0,Private,Some-college,10,Divorced,Not-in-family,Black,Female,United-States,24811,Craft-repair
45,30,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,31204,Adm-clerical
40,30,0,2051,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,26749,Craft-repair
40,65,0,0,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Husband,White,Male,United-States,13000,Craft-repair
35,69,2964,0,?,HS-grad,9,Divorced,Not-in-family,White,Female,United-States,19835,?
40,46,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,53265,Adm-clerical
45,24,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,7587,Sales
35,56,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Female,United-States,16500,Prof-specialty
21,65,1797,0,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Husband,White,Male,United-States,12475,Farming-fishing
35,54,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,49759,Craft-repair
30,25,0,0,Private,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,24320,Adm-clerical
40,54,0,0,Private,9th,5,Married-civ-spouse,Husband,White,Male,United-States,37362,Craft-repair
30,20,0,0,?,Some-college,10,Never-married,Own-child,White,Female,United-States,4822,?
32,73,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Female,United-States,3351,Adm-clerical
36,35,0,0,Private,HS-grad,9,Divorced,Unmarried,Black,Female,United-States,3000,Handlers-cleaners
40,43,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,10000,Exec-managerial
40,26,0,0,State-gov,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,21600,Craft-repair
40,25,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,14002,Machine-op-inspct
60,53,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,38401,Craft-repair
40,19,0,0,Private,HS-grad,9,Never-married,Own-child,White,Female,United-States,5716,Adm-clerical
40,40,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,35000,Sales
40,25,0,0,Private,HS-grad,9,Never-married,Unmarried,White,Male,United-States,22300,Handlers-cleaners
40,24,0,0,Private,HS-grad,9,Never-married,Other-relative,White,Male,United-States,18000,Handlers-cleaners
40,49,0,0,Private,7th-8th,4,Widowed,Not-in-family,White,Female,United-States,12000,Machine-op-inspct
37,31,0,0,State-gov,Some-college,10,Never-married,Own-child,White,Female,United-States,7000,Other-service
40,19,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,17000,Handlers-cleaners
20,55,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Female,United-States,8228,Craft-repair
65,29,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,United-States,31497,Transport-moving
40,38,0,0,Private,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,United-States,53000,Prof-specialty
40,29,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,20000,Craft-repair
10,71,0,0,?,5th-6th,3,Married-civ-spouse,Husband,White,Male,United-States,7500,?
15,57,0,0,Self-emp-not-inc,11th,7,Married-civ-spouse,Husband,White,Male,United-States,12298,Sales
55,24,0,0,Private,Some-college,10,Never-married,Own-child,White,Male,United-States,15500,Machine-op-inspct
40,37,0,0,Private,HS-grad,9,Divorced,Unmarried,White,Female,United-States,8000,Sales
15,17,0,0,Private,10th,6,Never-married,Own-child,White,Male,United-States,1500,Handlers-cleaners
48,54,0,0,Federal-gov,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,55100,Protective-serv
40,22,0,0,?,Some-college,10,Never-married,Own-child,White,Male,United-States,2500,?
30,39,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,23400,Transport-moving
70,27,0,1573,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,6277,Farming-fishing
3,65,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,1385,Machine-op-inspct
32,37,0,0,?,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,United-States,18910,?
25,20,0,0,?,Some-college,10,Never-married,Other-relative,White,Female,United-States,3048,?
26,75,0,0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,37175,Adm-clerical
32,67,0,0,Private,HS-grad,9,Widowed,Not-in-family,White,Female,United-States,7000,Sales
40,36,0,0,Private,7th-8th,4,Married-civ-spouse,Wife,White,Female,United-States,9800,Machine-op-inspct
70,50,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,27000,Transport-moving
40,43,0,0,State-gov,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,37000,Protective-serv
40,21,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,14069,Handlers-cleaners
40,45,0,0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,41816,Exec-managerial
40,20,0,0,Private,HS-grad,9,Never-married,Other-relative,Black,Male,United-States,9800,Craft-repair
50,71,20051,0,Self-emp-inc,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
50,36,0,0,Self-emp-not-inc,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,16000,Sales
40,52,0,0,Private,HS-grad,9,Never-married,Unmarried,White,Male,United-States,9126,Handlers-cleaners
55,50,0,0,Private,Assoc-voc,11,Widowed,Unmarried,White,Female,?,18900,Exec-managerial
45,26,0,0,Private,Bachelors,13,Never-married,Own-child,White,Female,?,16000,Sales
27,35,3908,0,Private,Some-college,10,Married-civ-spouse,Wife,White,Female,United-States,40668,Adm-clerical
60,50,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,74750,Craft-repair
45,32,0,0,?,9th,5,Married-civ-spouse,Husband,White,Male,United-States,16400,?
40,26,0,0,Private,11th,7,Divorced,Not-in-family,White,Female,United-States,10640,Craft-repair
40,46,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Male,United-States,25080,Craft-repair
40,29,0,0,Private,HS-grad,9,Never-married,Own-child,White,Female,United-States,11731,Other-service
30,41,0,0,Local-gov,HS-grad,9,Never-married,Own-child,White,Male,United-States,13000,Other-service
40,46,0,0,Private,Assoc-voc,11,Divorced,Unmarried,White,Female,United-States,14040,Sales
30,18,0,0,Private,HS-grad,9,Never-married,Own-child,White,Female,United-States,16000,Other-service
40,34,0,0,Local-gov,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,27300,Transport-moving
25,40,0,0,Private,HS-grad,9,Separated,Unmarried,Black,Female,United-States,2600,Sales
40,25,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,35922,Transport-moving
40,51,0,0,Private,7th-8th,4,Married-civ-spouse,Husband,White,Male,United-States,18500,Prof-specialty
40,55,0,0,Private,10th,6,Married-civ-spouse,Husband,White,Male,United-States,16158,Other-service
40,19,0,0,Private,HS-grad,9,Never-married,Own-child,White,Female,United-States,7071,Machine-op-inspct
60,39,0,0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
33,62,0,0,Private,Assoc-voc,11,Widowed,Unmarried,White,Female,United-States,17060,Sales
40,46,0,0,Private,Some-college,10,Married-civ-spouse,Husband,Black,Male,United-States,30267,Machine-op-inspct
42,29,0,0,State-gov,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,35500,Protective-serv
43,25,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,29525,Sales
42,47,0,0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,82000,Exec-managerial
30,36,0,0,Local-gov,11th,7,Divorced,Unmarried,Black,Female,United-States,6380,Other-service
20,61,0,0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,73000,Farming-fishing
40,42,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,20700,Sales
60,49,0,0,Private,Masters,14,Divorced,Not-in-family,White,Male,United-States,43000,Prof-specialty
45,35,0,0,Private,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,United-States,22012,Machine-op-inspct
60,66,0,0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,57400,Sales
50,33,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,22325,Transport-moving
27,61,0,0,Private,11th,7,Married-civ-spouse,Husband,White,Male,United-States,28100,Transport-moving
84,33,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,59010,Machine-op-inspct
60,49,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,34514,Sales
40,48,0,0,Private,Some-college,10,Married-civ-spouse,Husband,Black,Male,United-States,36064,Transport-moving
48,55,5013,0,Private,11th,7,Married-civ-spouse,Husband,Black,Male,United-States,45856,Machine-op-inspct
40,22,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,15300,Handlers-cleaners
40,32,0,0,Private,12th,8,Married-civ-spouse,Husband,White,Male,United-States,24440,Machine-op-inspct
40,40,0,0,Local-gov,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,35962,Exec-managerial
30,20,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Female,United-States,2600,Other-service
